steps,voltage_mV,pressure,temperature_C,humidity_percent,hour,minute
14213,75.66,19,33.82,66.74,17,40
14215,52.45,32,53.42,51.42,17,40
14214,0.53,6,33.44,40.32,17,40
14216,72.29,18,31.29,46.09,17,40
14215,119.48,31,34.49,64.46,17,40
14217,4.83,5,26.52,49.17,17,40
14219,26.57,12,8.8,69.71,17,41
14218,76.84,33,25.4,13.54,17,41
14221,65.81,24,21.32,43.77,17,41
14221,42.55,22,8.01,53.98,17,41
14222,46.31,15,32.96,40.27,17,41
14224,75.05,27,26.71,66.25,17,41
14223,1.11,11,21.6,42.6,17,41
14224,43.26,25,8.28,57.31,17,41
14228,29.47,16,52.54,63.92,17,41
14229,132.77120000000002,33,20.27,86.76,17,41
14230,37.78,20,9.14,86.31,17,41
14228,55.24,19,29.98,61.59,17,41
14232,2.66,5,32.08,53.79,17,41
14230,58.84,22,31.8,51.4,17,41
14232,85.12,27,24.3,53.66,17,41
14235,3.34,1,22.04,59.55,17,41
14234,2.05,5,33.39,67.15,17,41
14235,76.77,34,53.92,51.68,17,41
14238,30.35,15,28.46,18.98,17,41
14238,59.78,19,26.86,50.06,17,41
14237,46.95,12,21.08,65.14,17,41
14241,115.03,30,30.44,54.77,17,41
14242,4.73,7,6.81,52.33,17,41
14243,3.46,6,28.07,57.41,17,41
14244,3.57,8,22.16,17.12,17,41
14244,103.3,33,30.01,56.06,17,41
14245,38.74,18,9.39,49.06,17,41
14246,3.72,1,20.1,92.56,17,41
14247,4.77,6,9.25,62.7,17,41
14247,1.67,11,28.01,48.23,17,41
14249,61.03,17,21.11,58.08,17,41
14250,67.78,18,24.66,52.48,17,41
14250,4.51,11,9.46,41.37,17,41
14253,4.08,6,30.96,57.85,17,41
14253,79.61,25,25.64,48.8,17,41
14252,22.89,14,55.91,52.05,17,41
14254,81.75,30,21.5,46.25,17,41
14254,54.7,17,34.53,47.57,17,41
14258,42.16,22,58.31,87.17,17,41
14257,1.87,1,28.91,11.88,17,41
14257,74.32,18,20.74,45.03,17,41
14259,0.5,7,30.09,59.57,17,41
14260,4.63,9,33.78,60.4,17,41
14261,74.98,26,23.19,91.78,17,41
14264,3.4,5,22.61,87.4,17,41
14265,104.94,26,21.28,49.77,17,41
14264,4.99,3,32.77,44.02,17,41
14267,132.77120000000002,33,27.4,52.04,17,41
14266,55.07,17,25.48,54.43,17,41
14267,34.16,14,27.64,17.14,17,41
14269,56.46,21,28.1,59.54,17,41
14271,90.5,35,26.2,49.64,17,41
14272,48.76,13,25.94,66.91,17,41
14272,3.44,4,29.37,90.41,17,41
14271,4.3,7,32.65,47.88,17,41
14275,31.64,13,6.46,57.98,17,41
14275,2.34,4,26.13,64.54,17,41
14275,68.54,18,24.71,62.31,17,41
14276,34.82,30,50.64,19.48,17,41
14278,71.76,33,29.1,14.96,17,41
14277,49.51,12,26.44,42.39,17,42
14281,24.44,21,6.02,18.12,17,42
14280,68.34,22,28.89,66.92,17,42
14281,117.76,30,23.99,69.04,17,42
14284,55.45,17,24.49,40.51,17,42
14282,36.12,14,20.18,67.66,17,42
14284,2.57,9,30.14,68.19,17,42
14284,4.38,3,22.34,45.64,17,42
14286,105.59,29,30.69,50.88,17,42
14286,105.2,27,20.62,40.95,17,42
14289,46.02,22,9.72,66.1,17,42
14291,117.47,29,22.11,41.88,17,42
14291,0.18,8,28.05,49.78,17,42
14293,2.67,5,29.61,48.25,17,42
14294,54.57,30,31.98,16.14,17,42
14295,25.3,16,47.43,12.63,17,42
14296,53.51,18,31.43,47.98,17,42
14296,39.82,12,23.79,45.93,17,42
14298,36.6,13,23.33,50.63,17,42
14297,58.22,22,25.91,13.66,17,42
14298,3.55,8,30.92,49.4,17,42
14301,1.21,11,34.0,53.55,17,42
14300,65.35,30,22.13,16.52,17,42
14300,91.95,28,34.21,40.97,17,42
14302,4.57,6,29.68,44.48,17,42
14305,80.69,26,20.21,54.45,17,42
14305,46.54,26,49.13,46.6,17,42
14307,78.63,22,28.37,59.18,17,42
14306,60.32,21,32.67,15.41,17,42
14306,50.7,33,6.47,42.32,17,42
14307,101.61,26,29.14,44.88,17,42
14311,36.57,15,52.66,63.59,17,42
14312,92.08,34,23.88,68.29,17,42
14313,84.7,31,30.4,44.87,17,42
14313,3.5,11,33.24,16.15,17,42
14315,51.47,23,25.21,12.48,17,42
14314,3.56,11,50.78,42.53,17,42
14315,64.76,22,27.57,50.75,17,42
14318,87.99,32,23.0,11.33,17,42
14318,82.32,27,28.68,43.85,17,42
14318,0.87,9,29.35,67.64,17,42
14320,40.94,16,30.47,19.82,17,42
14320,50.28,12,30.64,69.32,17,42
14323,132.05,34,24.26,44.12,17,42
14322,63.0,22,22.4,65.95,17,42
14323,55.6,15,32.3,60.1,17,42
14326,0.28,7,25.84,67.71,17,42
14325,57.2,21,33.21,13.41,17,42
14328,74.67,18,34.06,63.89,17,42
14326,27.32,12,31.22,18.87,17,42
14329,44.23,21,9.67,68.6,17,42
14331,47.58,12,23.72,50.77,17,42
14332,57.01,26,33.88,13.25,17,42
14332,110.52,34,29.92,61.12,17,42
14333,55.27,16,32.48,53.0,17,42
14332,55.43,21,24.54,51.69,17,42
14336,85.67,32,25.05,41.92,17,42
14334,1.14,7,25.08,63.77,17,42
14336,104.57,28,21.7,46.55,17,42
14337,110.32,32,30.67,41.3,17,42
14340,80.41,21,34.05,48.8,17,43
14338,3.95,4,31.58,93.48,17,43
14339,63.76,18,33.26,50.69,17,43
14340,4.16,10,21.97,53.31,17,43
14343,79.38,34,28.89,11.96,17,43
14342,85.93,32,21.91,11.58,17,43
14343,102.17,25,34.2,55.44,17,43
14345,0.37,8,31.5,44.83,17,43
14347,4.23,9,22.32,41.63,17,43
14347,1.52,6,23.05,69.15,17,43
14349,72.23,32,30.41,12.93,17,43
14349,78.14,19,21.87,40.66,17,43
14352,132.77120000000002,34,21.87,89.68,17,43
14351,65.7,22,32.92,61.14,17,43
14354,1.66,6,25.3,47.68,17,43
14352,46.95,12,24.65,57.02,17,43
14356,84.21,28,29.15,43.11,17,43
14356,46.17,15,22.32,44.35,17,43
14355,50.76,19,27.64,67.96,17,43
14357,86.91,33,21.36,57.1,17,43
14357,39.2,26,7.87,93.67,17,43
14359,64.78,17,30.04,45.02,17,43
14359,52.06,17,27.02,47.45,17,43
14360,85.35,33,29.13,64.54,17,43
14361,107.19,31,25.43,67.01,17,43
14364,132.77120000000002,34,32.04,61.12,17,43
14364,82.59,33,52.04,66.66,17,43
14365,61.48,31,8.69,50.04,17,43
14366,69.07,20,31.05,57.04,17,43
14368,50.6,20,28.97,55.53,17,43
14369,72.9,20,24.79,52.38,17,43
14371,52.09,17,24.31,59.32,17,43
14371,58.65,24,58.45560000000002,50.88,17,43
14373,4.71,4,31.3,54.49,17,43
14371,3.63,5,28.97,60.14,17,43
14375,1.35,3,22.77,55.86,17,43
14375,1.84,2,31.55,40.1,17,43
14375,54.43,20,28.53,69.68,17,43
14376,50.62,16,30.07,68.7,17,43
14377,57.08,18,29.47,67.2,17,43
14380,68.67,18,33.05,49.87,17,43
14380,98.98,28,25.27,41.18,17,43
14379,83.72,30,32.04,63.86,17,43
14383,80.71,30,34.52,54.69,17,43
14383,3.85,1,23.78,64.65,17,43
14384,40.38,22,6.74,69.52,17,43
14384,57.38,19,20.12,66.62,17,43
14384,59.52,27,8.82,41.78,17,43
14387,47.34,12,33.07,61.89,17,43
14387,31.61,15,20.08,18.83,17,43
14389,3.24,4,7.59,67.17,17,43
14391,2.75,4,24.35,49.21,17,43
14389,117.43,35,29.94,44.1,17,43
14393,3.89,2,33.86,53.98,17,43
14391,60.01,27,28.27,15.27,17,43
14392,55.45,22,23.37,45.66,17,43
14394,92.24,24,24.84,65.75,17,43
14394,0.49,5,20.86,50.63,17,43
14396,48.14,21,5.53,64.75,17,43
14397,4.32,5,30.74,58.45,17,43
14400,35.88,13,28.99,90.75,17,44
14401,78.04,22,31.43,68.97,17,44
14401,89.05,24,28.18,64.76,17,44
14401,70.45,23,27.68,45.76,17,44
14401,88.66,33,20.67,52.95,17,44
14405,53.93,34,49.16,55.9,17,44
14406,43.39,28,5.99,19.23,17,44
14405,131.37,35,26.32,55.01,17,44
14406,30.97,20,6.66,68.66,17,44
14408,46.13,14,24.38,65.28,17,44
14408,0.76,9,20.35,50.3,17,44
14411,60.85,33,45.8,66.58,17,44
14411,93.95,24,34.22,50.3,17,44
14411,0.47,7,33.79,67.52,17,44
14413,0.18,2,22.28,58.6,17,44
14413,4.95,4,34.55,93.67,17,44
14414,98.55,30,26.08,66.9,17,44
14414,4.43,3,29.14,50.06,17,44
14417,113.44,29,24.99,67.2,17,44
14416,53.2,25,6.65,42.33,17,44
14418,119.44,34,26.53,54.2,17,44
14420,37.63,13,34.02,55.98,17,44
14420,83.07,21,31.94,52.06,17,44
14422,3.33,10,25.74,47.17,17,44
14421,3.4,9,22.47,40.49,17,44
14423,44.66,21,54.29,49.92,17,44
14426,86.96,30,26.5,46.08,17,44
14424,123.27,34,33.0,48.65,17,44
14427,91.51,33,28.98,12.95,17,44
14426,98.39,33,25.04,56.76,17,44
14429,46.31,12,29.24,69.13,17,44
14429,48.84,12,20.5,41.2,17,44
14430,2.62,3,32.85,58.82,17,44
14433,57.93,31,22.24,13.92,17,44
14434,1.11,4,50.55,89.42,17,44
14432,82.91,30,20.32,86.09,17,44
14434,4.24,3,29.61,53.77,17,44
14437,66.84,27,22.18,91.2,17,44
14435,70.51,27,28.13,52.86,17,44
14438,70.47,17,32.3,64.69,17,44
14438,90.59,28,26.76,61.94,17,44
14439,1.3,3,32.16,58.93,17,44
14442,3.77,10,24.78,42.02,17,44
14441,68.42,24,34.64,40.07,17,44
14442,110.81,30,25.98,65.67,17,44
14445,55.07,22,33.96,93.32,17,44
14445,0.18,10,23.16,46.17,17,44
14444,48.79,15,29.12,58.9,17,44
14448,50.37,13,30.28,88.75,17,44
14447,85.44,34,5.53,60.78,17,44
14447,104.41,31,31.38,43.27,17,44
14449,0.95,2,25.45,48.36,17,44
14452,62.4,15,28.32,50.43,17,44
14451,49.63,17,27.03,60.15,17,44
14452,1.3,9,24.98,41.14,17,44
14454,82.53,23,20.26,44.32,17,44
14453,33.62,22,54.7,58.55,17,44
14457,39.44,12,23.41,63.8,17,44
14456,4.4,9,6.5,49.92,17,44
14456,72.01,20,30.31,88.51,17,44
14458,45.7,22,53.02,66.33,17,45
14461,97.23,33,24.07,66.36,17,45
14459,77.84,24,32.39,63.73,17,45
14461,48.51,14,32.72,50.07,17,45
14461,41.0,13,26.43,42.84,17,45
14462,82.86,20,23.51,53.96,17,45
14464,1.33,7,31.87,42.53,17,45
14466,62.98,28,24.81,90.65,17,45
14466,4.43,8,31.03,49.69,17,45
14469,77.91,22,29.29,48.92,17,45
14469,69.67,24,33.53,57.47,17,45
14469,70.23,19,30.34,52.21,17,45
14469,70.68,25,28.9,57.74,17,45
14473,4.0,6,27.44,54.1,17,45
14473,2.94,3,22.61,53.59,17,45
14472,39.54,15,22.96,53.45,17,45
14476,97.37,29,31.07,60.76,17,45
14475,52.98,15,20.1,51.17,17,45
14478,74.56,25,32.07,56.02,17,45
14477,45.06,17,31.1,11.63,17,45
14477,75.72,26,29.25,48.91,17,45
14481,32.25,13,32.63,12.64,17,45
14482,4.78,7,32.81,43.51,17,45
14481,0.71,7,31.76,65.18,17,45
14484,3.49,3,23.88,61.56,17,45
14485,1.04,3,32.39,61.7,17,45
14484,31.48,29,53.45,93.51,17,45
14485,2.56,1,32.01,61.53,17,45
14488,37.99,13,29.76,51.99,17,45
14489,83.29,21,34.11,87.98,17,45
14490,59.43,24,50.94,45.49,17,45
14491,3.89,5,34.1,43.13,17,45
14491,64.71,17,25.98,49.74,17,45
14490,1.45,1,6.13,52.76,17,45
14494,34.85,13,20.41,55.53,17,45
14494,42.91,15,34.19,94.03,17,45
14494,0.69,6,52.09,41.02,17,45
14495,46.38,12,34.77,47.39,17,45
14496,3.71,8,21.54,46.79,17,45
14496,97.91,31,24.02,50.52,17,45
14498,0.78,7,6.57,55.87,17,45
14501,40.69,16,23.69,68.33,17,45
14501,0.18,4,23.71,41.69,17,45
14501,80.78,25,27.24,41.53,17,45
14501,88.85,29,28.85,50.82,17,45
14503,2.49,7,32.44,58.92,17,45
14506,4.44,8,32.4,51.74,17,45
14504,79.0,30,25.15,61.28,17,45
14505,71.22,24,22.12,58.77,17,45
14508,39.25,15,28.37,42.47,17,45
14507,96.34,23,32.29,43.65,17,45
14508,3.96,1,22.88,64.76,17,45
14509,4.19,2,9.03,56.78,17,45
14510,108.41,33,25.45,69.61,17,45
14513,0.18,2,30.55,66.62,17,45
14515,0.72,1,29.8,89.62,17,45
14515,1.94,6,7.99,62.18,17,45
14517,0.35,4,29.41,59.57,17,45
14515,3.54,6,51.89,45.5,17,45
14518,0.22,6,34.01,67.26,17,45
14519,83.33,22,28.04,89.79,17,46
14518,3.92,7,30.27,52.08,17,46
14522,42.54,12,28.22,56.38,17,46
14520,46.36,31,6.36,17.94,17,46
14523,100.6,32,34.56,62.38,17,46
14523,96.79,31,32.25,68.23,17,46
14525,1.16,10,29.77,42.01,17,46
14525,39.77,27,47.31,11.14,17,46
14526,121.37,29,32.27,40.21,17,46
14528,81.0,29,34.0,65.85,17,46
14529,132.77120000000002,35,27.07,56.63,17,46
14530,56.16,19,28.7,41.24,17,46
14530,29.21,25,46.15,11.14,17,46
14533,4.39,8,26.14,64.74,17,46
14531,78.51,24,21.39,54.45,17,46
14535,4.22,1,28.44,40.56,17,46
14536,90.72,35,26.5,19.48,17,46
14535,69.78,24,28.12,43.51,17,46
14537,4.93,8,27.35,17.86,17,46
14537,80.64,24,33.55,54.86,17,46
14540,91.26,25,20.65,67.24,17,46
14540,1.48,11,28.72,55.32,17,46
14539,93.23,30,22.93,69.98,17,46
14541,102.81,33,26.38,40.5,17,46
14544,92.02,27,20.27,48.02,17,46
14544,85.19,21,26.81,46.8,17,46
14546,50.88,18,31.03,40.39,17,46
14547,42.82,12,30.38,57.89,17,46
14545,85.33,24,24.29,51.57,17,46
14546,43.84,15,30.15,43.22,17,46
14550,3.89,2,25.99,44.72,17,46
14550,58.81,21,32.63,93.98,17,46
14552,1.43,5,26.95,92.03,17,46
14553,0.7,4,32.72,46.31,17,46
14554,75.65,27,27.89,90.41,17,46
14554,30.2,19,9.92,92.93,17,46
14553,59.48,21,28.02,46.06,17,46
14557,99.54,31,26.16,65.83,17,46
14556,27.59,15,7.28,67.1,17,46
14558,41.59,22,47.22,40.74,17,46
14560,48.68,12,23.2,45.92,17,46
14559,4.65,3,20.91,66.54,17,46
14559,40.54,12,25.86,46.14,17,46
14562,3.89,11,27.52,66.63,17,46
14562,1.97,10,26.11,58.35,17,46
14564,100.92,34,27.71,51.58,17,46
14563,63.44,34,23.31,18.67,17,46
14567,74.81,18,27.46,46.58,17,46
14565,31.95,15,26.53,18.56,17,46
14567,4.68,6,34.86,87.9,17,46
14569,4.9,7,34.31,58.05,17,46
14570,2.35,3,30.0,57.6,17,46
14571,34.15,12,25.37,62.67,17,46
14570,125.99,30,33.7,64.12,17,46
14572,61.75,29,28.39,91.86,17,46
14575,75.28,26,31.82,53.83,17,46
14575,44.78,16,29.58,51.75,17,46
14575,48.45,30,7.39,52.61,17,46
14575,54.51,23,6.97,48.27,17,46
14577,3.84,9,24.43,52.07,17,46
14580,44.28,15,31.8,62.44,17,47
14580,109.71,27,20.96,49.72,17,47
14581,43.31,24,22.0,12.19,17,47
14581,56.0,34,50.89,59.92,17,47
14583,0.18,1,23.52,11.28,17,47
14585,60.39,17,27.99,59.29,17,47
14583,63.29,22,29.24,42.77,17,47
14584,89.71,24,25.78,40.59,17,47
14586,107.92,29,27.46,68.69,17,47
14586,23.84,15,5.6,64.86,17,47
14590,0.84,5,33.6,40.26,17,47
14591,0.18,3,33.44,55.53,17,47
14589,34.6,12,33.26,60.14,17,47
14593,1.49,1,31.61,53.78,17,47
14594,85.5,21,21.17,41.06,17,47
14592,0.4,8,46.2,58.4,17,47
14595,3.07,7,32.58,61.3,17,47
14594,125.83,30,30.55,53.44,17,47
14598,61.64,17,31.91,67.62,17,47
14597,23.37,13,46.17,45.09,17,47
14597,2.67,1,30.48,69.91,17,47
14600,86.0,24,31.8,49.84,17,47
14600,54.66,19,23.63,88.61,17,47
14600,46.08,14,25.79,49.12,17,47
14604,1.78,2,30.82,61.1,17,47
14602,43.06,16,22.84,93.51,17,47
14603,90.41,24,20.03,43.71,17,47
14604,79.45,28,25.62,15.3,17,47
14605,76.64,23,24.9,62.88,17,47
14609,37.35,19,48.92,47.29,17,47
14608,48.0,19,31.34,11.14,17,47
14611,62.46,16,20.13,42.93,17,47
14609,104.95,27,25.53,54.97,17,47
14610,83.05,25,25.01,40.27,17,47
14611,66.54,22,33.48,46.92,17,47
14615,90.72,29,28.22,50.09,17,47
14615,94.87,23,33.8,50.47,17,47
14616,2.87,11,33.43,88.1,17,47
14616,43.89,23,5.53,42.86,17,47
14619,89.67,29,27.67,54.01,17,47
14619,2.02,11,23.93,49.24,17,47
14619,102.13,34,31.57,56.68,17,47
14619,74.75,18,22.35,69.07,17,47
14621,53.01,15,33.61,57.7,17,47
14621,126.27,34,23.18,47.97,17,47
14625,129.13,35,25.69,45.64,17,47
14625,106.98,28,28.21,55.29,17,47
14626,1.83,3,30.57,56.3,17,47
14628,4.86,1,33.98,40.14,17,47
14626,111.54,27,26.78,86.37,17,47
14627,61.4,27,48.74,54.25,17,47
14631,3.07,9,25.43,65.22,17,47
14629,76.59,19,32.84,49.33,17,47
14633,83.17,21,33.94,67.53,17,47
14632,0.69,7,46.15,62.73,17,47
14634,84.59,29,28.9,42.65,17,47
14636,54.63,14,30.28,60.62,17,47
14636,2.6,4,24.22,13.25,17,47
14637,47.99,14,28.38,69.97,17,47
14639,1.62,1,45.37,12.27,17,47
14640,114.93,33,22.89,64.06,17,48
14641,3.11,5,28.4,43.51,17,48
14639,61.82,26,46.49,56.01,17,48
14642,1.56,10,20.94,61.26,17,48
14643,67.34,30,8.48,60.81,17,48
14644,92.18,32,31.8,89.14,17,48
14644,23.83,14,54.26,67.12,17,48
14644,21.18,12,33.39,93.11,17,48
14645,112.34,28,20.46,65.64,17,48
14646,3.43,8,34.42,64.48,17,48
14650,50.84,24,7.5,58.23,17,48
14649,4.59,10,21.81,55.79,17,48
14652,55.42,22,30.89,56.56,17,48
14652,90.06,34,25.25,52.41,17,48
14653,1.04,11,56.73,69.96,17,48
14652,102.5,30,28.87,64.19,17,48
14654,1.67,4,29.1,67.59,17,48
14657,3.65,8,7.44,67.75,17,48
14658,0.29,9,32.02,44.4,17,48
14658,1.79,6,25.71,54.08,17,48
14658,0.55,4,33.31,86.3,17,48
14658,4.84,10,25.91,19.3,17,48
14662,84.72,35,7.89,56.23,17,48
14663,72.78,29,6.17,67.28,17,48
14662,1.39,10,22.81,45.72,17,48
14665,45.14,22,31.77,18.13,17,48
14664,91.42,29,34.2,89.55,17,48
14667,77.71,31,32.28,41.57,17,48
14667,45.56,15,31.7,57.83,17,48
14668,53.84,13,29.34,89.53,17,48
14667,3.23,3,25.43,68.17,17,48
14671,3.81,7,29.5,68.34,17,48
14671,0.18,4,26.04,88.37,17,48
14671,33.21,12,22.32,58.36,17,48
14673,50.78,16,23.68,50.54,17,48
14672,35.93,13,21.35,46.59,17,48
14676,1.82,11,26.95,57.82,17,48
14676,71.97,22,20.26,63.4,17,48
14678,4.24,3,26.23,88.43,17,48
14679,80.28,27,34.36,61.4,17,48
14679,61.99,15,34.85,42.03,17,48
14678,45.98,18,24.52,17.36,17,48
14680,71.18,19,28.92,58.67,17,48
14681,2.53,2,29.85,47.19,17,48
14684,2.56,5,34.63,55.77,17,48
14684,45.91,13,23.39,41.33,17,48
14683,35.24,14,20.88,69.56,17,48
14684,4.29,8,26.14,89.21,17,48
14687,4.59,9,34.49,53.63,17,48
14687,58.07,16,34.45,58.6,17,48
14689,61.54,28,58.45560000000002,41.61,17,48
14689,61.71,17,27.28,40.18,17,48
14691,106.02,28,24.32,49.81,17,48
14692,3.45,6,26.93,65.1,17,48
14693,88.03,25,22.59,65.85,17,48
14692,86.46,34,32.52,12.4,17,48
14694,53.15,30,9.57,41.1,17,48
14696,76.92,29,33.79,69.05,17,48
14695,66.47,16,31.54,44.88,17,48
14698,68.64,24,34.68,52.85,17,48
14700,1.55,4,21.99,91.04,17,49
14701,4.44,6,22.34,49.98,17,49
14701,55.9,23,25.74,93.67,17,49
14701,0.18,6,20.98,48.55,17,49
14702,104.94,25,27.22,59.04,17,49
14704,88.12,21,25.2,45.1,17,49
14703,1.2,6,25.27,67.45,17,49
14707,29.68,12,8.29,45.4,17,49
14705,72.3,30,46.41,42.63,17,49
14707,0.72,9,33.48,45.39,17,49
14708,2.59,9,25.47,93.46,17,49
14708,47.51,17,34.64,12.2,17,49
14710,0.59,2,32.49,63.57,17,49
14712,102.09,33,21.36,53.44,17,49
14713,4.51,10,28.51,56.34,17,49
14713,93.63,33,27.47,52.64,17,49
14715,49.26,17,23.38,60.63,17,49
14714,53.68,20,29.61,47.18,17,49
14718,1.25,7,22.94,64.62,17,49
14718,89.11,34,23.91,12.62,17,49
14717,68.46,30,6.95,49.95,17,49
14721,62.95,32,30.29,93.42,17,49
14721,67.23,32,30.18,15.2,17,49
14723,100.51,29,29.25,86.62,17,49
14724,3.25,3,31.61,57.71,17,49
14722,98.68,27,34.08,50.59,17,49
14723,2.42,6,34.34,66.83,17,49
14724,53.35,19,20.17,87.3,17,49
14726,0.98,8,52.86,58.94,17,49
14729,71.38,17,21.66,64.97,17,49
14728,116.22,33,31.73,85.29,17,49
14730,120.45,31,33.71,60.83,17,49
14732,3.09,6,27.35,15.77,17,49
14732,65.64,19,24.92,51.14,17,49
14731,4.16,3,20.14,66.96,17,49
14735,4.59,1,27.29,60.96,17,49
14733,3.42,2,23.52,54.44,17,49
14734,100.96,33,20.81,40.75,17,49
14738,97.56,35,29.39,42.17,17,49
14739,90.6,33,30.24,52.09,17,49
14740,78.52,33,5.53,67.9,17,49
14741,45.81,12,27.95,61.14,17,49
14739,47.53,13,33.19,46.03,17,49
14741,73.43,31,51.04,50.17,17,49
14741,4.01,1,9.77,44.29,17,49
14743,29.55,16,50.15,46.93,17,49
14743,34.81,12,26.39,49.86,17,49
14747,105.25,27,33.71,48.53,17,49
14746,95.34,34,28.15,51.74,17,49
14748,5.0,7,34.76,59.43,17,49
14747,73.08,32,52.17,43.11,17,49
14751,102.58,35,34.5,62.99,17,49
14749,28.81,16,21.86,91.77,17,49
14752,34.7,23,49.27,65.45,17,49
14754,0.86,4,30.64,53.49,17,49
14755,25.61,17,7.03,85.92,17,49
14754,2.99,7,8.75,41.67,17,49
14755,102.49,32,21.3,89.61,17,49
14756,73.56,20,20.57,53.16,17,49
14759,84.27,22,30.17,51.68,17,49
14759,2.66,1,22.87,56.7,17,50
14759,131.14,34,33.31,68.07,17,50
14762,86.84,31,32.97,67.77,17,50
14763,70.85,30,5.53,62.77,17,50
14761,3.4,3,21.44,46.34,17,50
14764,4.59,7,20.08,17.3,17,50
14764,2.83,11,29.72,67.6,17,50
14767,0.74,7,29.54,51.61,17,50
14766,3.89,7,28.75,87.61,17,50
14768,46.77,23,51.3,50.3,17,50
14770,102.06,32,28.42,40.28,17,50
14771,84.26,29,21.01,45.55,17,50
14769,82.18,22,28.81,48.2,17,50
14771,3.25,8,20.57,11.14,17,50
14772,0.18,9,32.49,63.49,17,50
14772,76.99,33,58.45560000000002,47.68,17,50
14773,52.25,18,30.32,61.65,17,50
14775,58.28,25,50.88,43.71,17,50
14778,57.94,27,8.72,61.91,17,50
14777,76.52,28,21.77,44.28,17,50
14780,4.53,4,22.83,65.3,17,50
14780,117.53,35,20.96,53.08,17,50
14782,75.2,30,23.75,46.03,17,50
14781,65.12,31,8.43,57.78,17,50
14781,40.92,16,23.9,50.68,17,50
14783,95.55,28,28.17,41.55,17,50
14786,59.9,28,8.06,55.62,17,50
14787,68.45,29,32.76,15.57,17,50
14786,49.23,12,33.71,51.86,17,50
14786,2.5,2,47.31,45.9,17,50
14788,62.87,28,50.91,68.71,17,50
14788,25.82,12,58.45560000000002,61.97,17,50
14789,36.34,13,25.88,53.12,17,50
14793,90.65,27,30.72,48.26,17,50
14793,1.24,8,25.47,67.34,17,50
14794,2.37,4,24.57,47.8,17,50
14796,86.34,26,24.85,65.08,17,50
14796,90.72,35,24.99,48.33,17,50
14798,114.73,31,26.08,47.15,17,50
14799,90.29,27,29.86,43.49,17,50
14798,63.21,17,25.59,46.42,17,50
14798,111.45,35,24.05,57.12,17,50
14799,67.7,17,21.81,86.59,17,50
14800,66.89,24,32.47,60.95,17,50
14804,97.02,28,31.2,86.38,17,50
14805,48.7,12,33.69,44.61,17,50
14806,77.97,19,24.39,44.75,17,50
14806,4.39,10,28.35,66.05,17,50
14808,92.64,33,25.41,61.43,17,50
14807,3.69,5,33.87,63.58,17,50
14810,67.95,22,20.33,56.15,17,50
14809,122.51,35,21.91,44.01,17,50
14811,46.99,18,29.87,54.05,17,50
14813,91.21,26,23.4,51.56,17,50
14811,3.51,7,50.59,52.28,17,50
14815,75.97,25,33.32,54.42,17,50
14814,119.07,34,23.85,41.47,17,50
14817,4.09,9,9.41,42.95,17,50
14815,1.5,10,54.61,94.03,17,50
14816,48.75,22,47.77,51.79,17,50
14818,70.12,23,32.75,56.91,17,51
14819,64.29,20,26.83,54.58,17,51
14821,37.75,14,32.9,49.23,17,51
14823,2.28,9,21.13,44.58,17,51
14822,75.35,29,27.5,45.72,17,51
14822,49.72,23,5.53,69.57,17,51
14825,4.7,5,32.19,89.07,17,51
14824,1.45,6,26.75,60.31,17,51
14828,0.18,4,21.15,60.53,17,51
14827,19.36,12,52.93,16.63,17,51
14828,89.45,22,20.39,67.0,17,51
14830,2.57,10,33.16,48.41,17,51
14831,64.54,35,51.12,67.66,17,51
14833,97.61,35,27.73,56.83,17,51
14834,42.48,20,6.62,67.67,17,51
14833,86.68,30,30.08,68.29,17,51
14833,77.56,31,29.71,64.68,17,51
14837,0.89,1,24.07,13.59,17,51
14838,0.88,4,25.33,45.72,17,51
14838,3.45,7,31.28,48.3,17,51
14838,57.19,16,34.61,68.03,17,51
14840,4.16,2,6.37,14.86,17,51
14841,44.78,26,5.53,54.9,17,51
14841,75.76,21,32.65,63.19,17,51
14844,4.7,10,26.21,57.46,17,51
14845,53.53,16,30.84,62.58,17,51
14843,0.98,3,49.28,51.2,17,51
14847,4.72,6,33.34,58.62,17,51
14847,88.73,22,23.35,46.79,17,51
14848,99.11,34,23.65,13.05,17,51
14850,52.61,15,31.13,56.77,17,51
14848,2.38,4,21.22,44.59,17,51
14852,58.36,17,33.29,43.92,17,51
14853,41.79,15,25.79,87.67,17,51
14853,125.51,33,22.58,63.93,17,51
14852,114.33,34,27.3,60.33,17,51
14855,38.76,16,5.53,52.5,17,51
14856,40.39,24,55.04,16.39,17,51
14856,80.56,35,48.13,55.79,17,51
14856,0.57,11,25.6,59.08,17,51
14857,79.18,19,23.06,68.02,17,51
14860,2.73,11,34.85,41.3,17,51
14862,4.33,1,26.91,64.24,17,51
14860,0.18,8,27.94,52.26,17,51
14863,69.95,17,34.96,40.73,17,51
14862,1.59,3,28.07,52.0,17,51
14865,65.27,25,21.03,54.55,17,51
14866,60.38,27,8.56,56.85,17,51
14865,90.58,27,21.32,48.35,17,51
14868,23.92,15,7.96,19.42,17,51
14868,3.79,2,26.33,47.22,17,51
14868,3.78,7,24.91,66.03,17,51
14869,103.34,28,26.59,61.93,17,51
14873,59.36,18,34.59,44.88,17,51
14871,3.19,11,28.51,42.56,17,51
14872,2.21,3,34.15,47.27,17,51
14876,128.25,32,28.66,86.96,17,51
