pressure,temperature_C,humidity_percent,voltage_mV
24,34.86,53.26,65.07
22,30.38,43.35,76.77
24,20.09,61.77,78.73
31,26.0,45.74,130.09
34,30.52,44.84,130.18
27,25.21,53.14,78.3
19,33.82,66.74,75.66
32,53.42,51.42,52.45
6,33.44,40.32,0.53
18,31.29,46.09,72.29
31,34.49,64.46,119.48
5,26.52,49.17,4.83
12,8.8,69.71,26.57
33,25.4,13.54,76.84
24,21.32,43.77,65.81
22,8.01,53.98,42.55
15,32.96,40.27,46.31
27,26.71,66.25,75.05
11,21.6,42.6,1.11
25,8.28,57.31,43.26
16,52.54,63.92,29.47
33,20.27,86.76,132.77120000000002
20,9.14,86.31,37.78
19,29.98,61.59,55.24
5,32.08,53.79,2.66
22,31.8,51.4,58.84
27,24.3,53.66,85.12
1,22.04,59.55,3.34
5,33.39,67.15,2.05
34,53.92,51.68,76.77
15,28.46,18.98,30.35
19,26.86,50.06,59.78
12,21.08,65.14,46.95
30,30.44,54.77,115.03
7,6.81,52.33,4.73
6,28.07,57.41,3.46
8,22.16,17.12,3.57
33,30.01,56.06,103.3
18,9.39,49.06,38.74
1,20.1,92.56,3.72
6,9.25,62.7,4.77
11,28.01,48.23,1.67
17,21.11,58.08,61.03
18,24.66,52.48,67.78
11,9.46,41.37,4.51
6,30.96,57.85,4.08
25,25.64,48.8,79.61
14,55.91,52.05,22.89
30,21.5,46.25,81.75
17,34.53,47.57,54.7
22,58.31,87.17,42.16
1,28.91,11.88,1.87
18,20.74,45.03,74.32
7,30.09,59.57,0.5
9,33.78,60.4,4.63
26,23.19,91.78,74.98
5,22.61,87.4,3.4
26,21.28,49.77,104.94
3,32.77,44.02,4.99
33,27.4,52.04,132.77120000000002
17,25.48,54.43,55.07
14,27.64,17.14,34.16
21,28.1,59.54,56.46
35,26.2,49.64,90.5
13,25.94,66.91,48.76
4,29.37,90.41,3.44
7,32.65,47.88,4.3
13,6.46,57.98,31.64
4,26.13,64.54,2.34
18,24.71,62.31,68.54
30,50.64,19.48,34.82
33,29.1,14.96,71.76
12,26.44,42.39,49.51
21,6.02,18.12,24.44
22,28.89,66.92,68.34
30,23.99,69.04,117.76
17,24.49,40.51,55.45
14,20.18,67.66,36.12
9,30.14,68.19,2.57
3,22.34,45.64,4.38
29,30.69,50.88,105.59
27,20.62,40.95,105.2
22,9.72,66.1,46.02
29,22.11,41.88,117.47
8,28.05,49.78,0.18
5,29.61,48.25,2.67
30,31.98,16.14,54.57
16,47.43,12.63,25.3
18,31.43,47.98,53.51
12,23.79,45.93,39.82
13,23.33,50.63,36.6
22,25.91,13.66,58.22
8,30.92,49.4,3.55
11,34.0,53.55,1.21
30,22.13,16.52,65.35
28,34.21,40.97,91.95
6,29.68,44.48,4.57
26,20.21,54.45,80.69
26,49.13,46.6,46.54
22,28.37,59.18,78.63
21,32.67,15.41,60.32
33,6.47,42.32,50.7
26,29.14,44.88,101.61
15,52.66,63.59,36.57
34,23.88,68.29,92.08
31,30.4,44.87,84.7
11,33.24,16.15,3.5
23,25.21,12.48,51.47
11,50.78,42.53,3.56
22,27.57,50.75,64.76
32,23.0,11.33,87.99
27,28.68,43.85,82.32
9,29.35,67.64,0.87
16,30.47,19.82,40.94
12,30.64,69.32,50.28
34,24.26,44.12,132.05
22,22.4,65.95,63.0
15,32.3,60.1,55.6
7,25.84,67.71,0.28
21,33.21,13.41,57.2
18,34.06,63.89,74.67
12,31.22,18.87,27.32
21,9.67,68.6,44.23
12,23.72,50.77,47.58
26,33.88,13.25,57.01
34,29.92,61.12,110.52
16,32.48,53.0,55.27
21,24.54,51.69,55.43
32,25.05,41.92,85.67
7,25.08,63.77,1.14
28,21.7,46.55,104.57
32,30.67,41.3,110.32
21,34.05,48.8,80.41
4,31.58,93.48,3.95
18,33.26,50.69,63.76
10,21.97,53.31,4.16
34,28.89,11.96,79.38
32,21.91,11.58,85.93
25,34.2,55.44,102.17
8,31.5,44.83,0.37
9,22.32,41.63,4.23
6,23.05,69.15,1.52
32,30.41,12.93,72.23
19,21.87,40.66,78.14
34,21.87,89.68,132.77120000000002
22,32.92,61.14,65.7
6,25.3,47.68,1.66
12,24.65,57.02,46.95
28,29.15,43.11,84.21
15,22.32,44.35,46.17
19,27.64,67.96,50.76
33,21.36,57.1,86.91
26,7.87,93.67,39.2
17,30.04,45.02,64.78
17,27.02,47.45,52.06
33,29.13,64.54,85.35
31,25.43,67.01,107.19
34,32.04,61.12,132.77120000000002
33,52.04,66.66,82.59
31,8.69,50.04,61.48
20,31.05,57.04,69.07
20,28.97,55.53,50.6
20,24.79,52.38,72.9
17,24.31,59.32,52.09
24,58.45560000000002,50.88,58.65
4,31.3,54.49,4.71
5,28.97,60.14,3.63
3,22.77,55.86,1.35
2,31.55,40.1,1.84
20,28.53,69.68,54.43
16,30.07,68.7,50.62
18,29.47,67.2,57.08
18,33.05,49.87,68.67
28,25.27,41.18,98.98
30,32.04,63.86,83.72
30,34.52,54.69,80.71
1,23.78,64.65,3.85
22,6.74,69.52,40.38
19,20.12,66.62,57.38
27,8.82,41.78,59.52
12,33.07,61.89,47.34
15,20.08,18.83,31.61
4,7.59,67.17,3.24
4,24.35,49.21,2.75
35,29.94,44.1,117.43
2,33.86,53.98,3.89
27,28.27,15.27,60.01
22,23.37,45.66,55.45
24,24.84,65.75,92.24
5,20.86,50.63,0.49
21,5.53,64.75,48.14
5,30.74,58.45,4.32
13,28.99,90.75,35.88
22,31.43,68.97,78.04
24,28.18,64.76,89.05
23,27.68,45.76,70.45
33,20.67,52.95,88.66
34,49.16,55.9,53.93
28,5.99,19.23,43.39
35,26.32,55.01,131.37
20,6.66,68.66,30.97
14,24.38,65.28,46.13
9,20.35,50.3,0.76
33,45.8,66.58,60.85
24,34.22,50.3,93.95
7,33.79,67.52,0.47
2,22.28,58.6,0.18
4,34.55,93.67,4.95
30,26.08,66.9,98.55
3,29.14,50.06,4.43
29,24.99,67.2,113.44
25,6.65,42.33,53.2
34,26.53,54.2,119.44
13,34.02,55.98,37.63
21,31.94,52.06,83.07
10,25.74,47.17,3.33
9,22.47,40.49,3.4
21,54.29,49.92,44.66
30,26.5,46.08,86.96
34,33.0,48.65,123.27
33,28.98,12.95,91.51
33,25.04,56.76,98.39
12,29.24,69.13,46.31
12,20.5,41.2,48.84
3,32.85,58.82,2.62
31,22.24,13.92,57.93
4,50.55,89.42,1.11
30,20.32,86.09,82.91
3,29.61,53.77,4.24
27,22.18,91.2,66.84
27,28.13,52.86,70.51
17,32.3,64.69,70.47
28,26.76,61.94,90.59
3,32.16,58.93,1.3
10,24.78,42.02,3.77
24,34.64,40.07,68.42
30,25.98,65.67,110.81
22,33.96,93.32,55.07
10,23.16,46.17,0.18
15,29.12,58.9,48.79
13,30.28,88.75,50.37
34,5.53,60.78,85.44
31,31.38,43.27,104.41
2,25.45,48.36,0.95
15,28.32,50.43,62.4
17,27.03,60.15,49.63
9,24.98,41.14,1.3
23,20.26,44.32,82.53
22,54.7,58.55,33.62
12,23.41,63.8,39.44
9,6.5,49.92,4.4
20,30.31,88.51,72.01
22,53.02,66.33,45.7
33,24.07,66.36,97.23
24,32.39,63.73,77.84
14,32.72,50.07,48.51
13,26.43,42.84,41.0
20,23.51,53.96,82.86
7,31.87,42.53,1.33
28,24.81,90.65,62.98
8,31.03,49.69,4.43
22,29.29,48.92,77.91
24,33.53,57.47,69.67
19,30.34,52.21,70.23
25,28.9,57.74,70.68
6,27.44,54.1,4.0
3,22.61,53.59,2.94
15,22.96,53.45,39.54
29,31.07,60.76,97.37
15,20.1,51.17,52.98
25,32.07,56.02,74.56
17,31.1,11.63,45.06
26,29.25,48.91,75.72
13,32.63,12.64,32.25
7,32.81,43.51,4.78
7,31.76,65.18,0.71
3,23.88,61.56,3.49
3,32.39,61.7,1.04
29,53.45,93.51,31.48
1,32.01,61.53,2.56
13,29.76,51.99,37.99
21,34.11,87.98,83.29
24,50.94,45.49,59.43
5,34.1,43.13,3.89
17,25.98,49.74,64.71
1,6.13,52.76,1.45
13,20.41,55.53,34.85
15,34.19,94.03,42.91
6,52.09,41.02,0.69
12,34.77,47.39,46.38
8,21.54,46.79,3.71
31,24.02,50.52,97.91
7,6.57,55.87,0.78
16,23.69,68.33,40.69
4,23.71,41.69,0.18
25,27.24,41.53,80.78
29,28.85,50.82,88.85
7,32.44,58.92,2.49
8,32.4,51.74,4.44
30,25.15,61.28,79.0
24,22.12,58.77,71.22
15,28.37,42.47,39.25
23,32.29,43.65,96.34
1,22.88,64.76,3.96
2,9.03,56.78,4.19
33,25.45,69.61,108.41
2,30.55,66.62,0.18
1,29.8,89.62,0.72
6,7.99,62.18,1.94
4,29.41,59.57,0.35
6,51.89,45.5,3.54
6,34.01,67.26,0.22
22,28.04,89.79,83.33
7,30.27,52.08,3.92
12,28.22,56.38,42.54
31,6.36,17.94,46.36
32,34.56,62.38,100.6
31,32.25,68.23,96.79
10,29.77,42.01,1.16
27,47.31,11.14,39.77
29,32.27,40.21,121.37
29,34.0,65.85,81.0
35,27.07,56.63,132.77120000000002
19,28.7,41.24,56.16
25,46.15,11.14,29.21
8,26.14,64.74,4.39
24,21.39,54.45,78.51
1,28.44,40.56,4.22
35,26.5,19.48,90.72
24,28.12,43.51,69.78
8,27.35,17.86,4.93
24,33.55,54.86,80.64
25,20.65,67.24,91.26
11,28.72,55.32,1.48
30,22.93,69.98,93.23
33,26.38,40.5,102.81
27,20.27,48.02,92.02
21,26.81,46.8,85.19
18,31.03,40.39,50.88
12,30.38,57.89,42.82
24,24.29,51.57,85.33
15,30.15,43.22,43.84
2,25.99,44.72,3.89
21,32.63,93.98,58.81
5,26.95,92.03,1.43
4,32.72,46.31,0.7
27,27.89,90.41,75.65
19,9.92,92.93,30.2
21,28.02,46.06,59.48
31,26.16,65.83,99.54
15,7.28,67.1,27.59
22,47.22,40.74,41.59
12,23.2,45.92,48.68
3,20.91,66.54,4.65
12,25.86,46.14,40.54
11,27.52,66.63,3.89
10,26.11,58.35,1.97
34,27.71,51.58,100.92
34,23.31,18.67,63.44
18,27.46,46.58,74.81
15,26.53,18.56,31.95
6,34.86,87.9,4.68
7,34.31,58.05,4.9
3,30.0,57.6,2.35
12,25.37,62.67,34.15
30,33.7,64.12,125.99
29,28.39,91.86,61.75
26,31.82,53.83,75.28
16,29.58,51.75,44.78
30,7.39,52.61,48.45
23,6.97,48.27,54.51
9,24.43,52.07,3.84
15,31.8,62.44,44.28
27,20.96,49.72,109.71
24,22.0,12.19,43.31
34,50.89,59.92,56.0
1,23.52,11.28,0.18
17,27.99,59.29,60.39
22,29.24,42.77,63.29
24,25.78,40.59,89.71
29,27.46,68.69,107.92
15,5.6,64.86,23.84
5,33.6,40.26,0.84
3,33.44,55.53,0.18
12,33.26,60.14,34.6
1,31.61,53.78,1.49
21,21.17,41.06,85.5
8,46.2,58.4,0.4
7,32.58,61.3,3.07
30,30.55,53.44,125.83
17,31.91,67.62,61.64
13,46.17,45.09,23.37
1,30.48,69.91,2.67
24,31.8,49.84,86.0
19,23.63,88.61,54.66
14,25.79,49.12,46.08
2,30.82,61.1,1.78
16,22.84,93.51,43.06
24,20.03,43.71,90.41
28,25.62,15.3,79.45
23,24.9,62.88,76.64
19,48.92,47.29,37.35
19,31.34,11.14,48.0
16,20.13,42.93,62.46
27,25.53,54.97,104.95
25,25.01,40.27,83.05
22,33.48,46.92,66.54
29,28.22,50.09,90.72
23,33.8,50.47,94.87
11,33.43,88.1,2.87
23,5.53,42.86,43.89
29,27.67,54.01,89.67
11,23.93,49.24,2.02
34,31.57,56.68,102.13
18,22.35,69.07,74.75
15,33.61,57.7,53.01
34,23.18,47.97,126.27
35,25.69,45.64,129.13
28,28.21,55.29,106.98
3,30.57,56.3,1.83
1,33.98,40.14,4.86
27,26.78,86.37,111.54
27,48.74,54.25,61.4
9,25.43,65.22,3.07
19,32.84,49.33,76.59
21,33.94,67.53,83.17
7,46.15,62.73,0.69
29,28.9,42.65,84.59
14,30.28,60.62,54.63
4,24.22,13.25,2.6
14,28.38,69.97,47.99
1,45.37,12.27,1.62
33,22.89,64.06,114.93
5,28.4,43.51,3.11
26,46.49,56.01,61.82
10,20.94,61.26,1.56
30,8.48,60.81,67.34
32,31.8,89.14,92.18
14,54.26,67.12,23.83
12,33.39,93.11,21.18
28,20.46,65.64,112.34
8,34.42,64.48,3.43
24,7.5,58.23,50.84
10,21.81,55.79,4.59
22,30.89,56.56,55.42
34,25.25,52.41,90.06
11,56.73,69.96,1.04
30,28.87,64.19,102.5
4,29.1,67.59,1.67
8,7.44,67.75,3.65
9,32.02,44.4,0.29
6,25.71,54.08,1.79
4,33.31,86.3,0.55
10,25.91,19.3,4.84
35,7.89,56.23,84.72
29,6.17,67.28,72.78
10,22.81,45.72,1.39
22,31.77,18.13,45.14
29,34.2,89.55,91.42
31,32.28,41.57,77.71
15,31.7,57.83,45.56
13,29.34,89.53,53.84
3,25.43,68.17,3.23
7,29.5,68.34,3.81
4,26.04,88.37,0.18
12,22.32,58.36,33.21
16,23.68,50.54,50.78
13,21.35,46.59,35.93
11,26.95,57.82,1.82
22,20.26,63.4,71.97
3,26.23,88.43,4.24
27,34.36,61.4,80.28
15,34.85,42.03,61.99
18,24.52,17.36,45.98
19,28.92,58.67,71.18
2,29.85,47.19,2.53
5,34.63,55.77,2.56
13,23.39,41.33,45.91
14,20.88,69.56,35.24
8,26.14,89.21,4.29
9,34.49,53.63,4.59
16,34.45,58.6,58.07
28,58.45560000000002,41.61,61.54
17,27.28,40.18,61.71
28,24.32,49.81,106.02
6,26.93,65.1,3.45
25,22.59,65.85,88.03
34,32.52,12.4,86.46
30,9.57,41.1,53.15
29,33.79,69.05,76.92
16,31.54,44.88,66.47
24,34.68,52.85,68.64
4,21.99,91.04,1.55
6,22.34,49.98,4.44
23,25.74,93.67,55.9
6,20.98,48.55,0.18
25,27.22,59.04,104.94
21,25.2,45.1,88.12
6,25.27,67.45,1.2
12,8.29,45.4,29.68
30,46.41,42.63,72.3
9,33.48,45.39,0.72
9,25.47,93.46,2.59
17,34.64,12.2,47.51
2,32.49,63.57,0.59
33,21.36,53.44,102.09
10,28.51,56.34,4.51
33,27.47,52.64,93.63
17,23.38,60.63,49.26
20,29.61,47.18,53.68
7,22.94,64.62,1.25
34,23.91,12.62,89.11
30,6.95,49.95,68.46
32,30.29,93.42,62.95
32,30.18,15.2,67.23
29,29.25,86.62,100.51
3,31.61,57.71,3.25
27,34.08,50.59,98.68
6,34.34,66.83,2.42
19,20.17,87.3,53.35
8,52.86,58.94,0.98
17,21.66,64.97,71.38
33,31.73,85.29,116.22
31,33.71,60.83,120.45
6,27.35,15.77,3.09
19,24.92,51.14,65.64
3,20.14,66.96,4.16
1,27.29,60.96,4.59
2,23.52,54.44,3.42
33,20.81,40.75,100.96
35,29.39,42.17,97.56
33,30.24,52.09,90.6
33,5.53,67.9,78.52
12,27.95,61.14,45.81
13,33.19,46.03,47.53
31,51.04,50.17,73.43
1,9.77,44.29,4.01
16,50.15,46.93,29.55
12,26.39,49.86,34.81
27,33.71,48.53,105.25
34,28.15,51.74,95.34
7,34.76,59.43,5.0
32,52.17,43.11,73.08
35,34.5,62.99,102.58
16,21.86,91.77,28.81
23,49.27,65.45,34.7
4,30.64,53.49,0.86
17,7.03,85.92,25.61
7,8.75,41.67,2.99
32,21.3,89.61,102.49
20,20.57,53.16,73.56
22,30.17,51.68,84.27
1,22.87,56.7,2.66
34,33.31,68.07,131.14
31,32.97,67.77,86.84
30,5.53,62.77,70.85
3,21.44,46.34,3.4
7,20.08,17.3,4.59
11,29.72,67.6,2.83
7,29.54,51.61,0.74
7,28.75,87.61,3.89
23,51.3,50.3,46.77
32,28.42,40.28,102.06
29,21.01,45.55,84.26
22,28.81,48.2,82.18
8,20.57,11.14,3.25
9,32.49,63.49,0.18
33,58.45560000000002,47.68,76.99
18,30.32,61.65,52.25
25,50.88,43.71,58.28
27,8.72,61.91,57.94
28,21.77,44.28,76.52
4,22.83,65.3,4.53
35,20.96,53.08,117.53
30,23.75,46.03,75.2
31,8.43,57.78,65.12
16,23.9,50.68,40.92
28,28.17,41.55,95.55
28,8.06,55.62,59.9
29,32.76,15.57,68.45
12,33.71,51.86,49.23
2,47.31,45.9,2.5
28,50.91,68.71,62.87
12,58.45560000000002,61.97,25.82
13,25.88,53.12,36.34
27,30.72,48.26,90.65
8,25.47,67.34,1.24
4,24.57,47.8,2.37
26,24.85,65.08,86.34
35,24.99,48.33,90.72
31,26.08,47.15,114.73
27,29.86,43.49,90.29
17,25.59,46.42,63.21
35,24.05,57.12,111.45
17,21.81,86.59,67.7
24,32.47,60.95,66.89
28,31.2,86.38,97.02
12,33.69,44.61,48.7
19,24.39,44.75,77.97
10,28.35,66.05,4.39
33,25.41,61.43,92.64
5,33.87,63.58,3.69
22,20.33,56.15,67.95
35,21.91,44.01,122.51
18,29.87,54.05,46.99
26,23.4,51.56,91.21
7,50.59,52.28,3.51
25,33.32,54.42,75.97
34,23.85,41.47,119.07
9,9.41,42.95,4.09
10,54.61,94.03,1.5
22,47.77,51.79,48.75
23,32.75,56.91,70.12
20,26.83,54.58,64.29
14,32.9,49.23,37.75
9,21.13,44.58,2.28
29,27.5,45.72,75.35
23,5.53,69.57,49.72
5,32.19,89.07,4.7
6,26.75,60.31,1.45
4,21.15,60.53,0.18
12,52.93,16.63,19.36
22,20.39,67.0,89.45
10,33.16,48.41,2.57
35,51.12,67.66,64.54
35,27.73,56.83,97.61
20,6.62,67.67,42.48
30,30.08,68.29,86.68
31,29.71,64.68,77.56
1,24.07,13.59,0.89
4,25.33,45.72,0.88
7,31.28,48.3,3.45
16,34.61,68.03,57.19
2,6.37,14.86,4.16
26,5.53,54.9,44.78
21,32.65,63.19,75.76
10,26.21,57.46,4.7
16,30.84,62.58,53.53
3,49.28,51.2,0.98
6,33.34,58.62,4.72
22,23.35,46.79,88.73
34,23.65,13.05,99.11
15,31.13,56.77,52.61
4,21.22,44.59,2.38
17,33.29,43.92,58.36
15,25.79,87.67,41.79
33,22.58,63.93,125.51
34,27.3,60.33,114.33
16,5.53,52.5,38.76
24,55.04,16.39,40.39
35,48.13,55.79,80.56
11,25.6,59.08,0.57
19,23.06,68.02,79.18
11,34.85,41.3,2.73
1,26.91,64.24,4.33
8,27.94,52.26,0.18
17,34.96,40.73,69.95
3,28.07,52.0,1.59
25,21.03,54.55,65.27
27,8.56,56.85,60.38
27,21.32,48.35,90.58
15,7.96,19.42,23.92
2,26.33,47.22,3.79
7,24.91,66.03,3.78
28,26.59,61.93,103.34
18,34.59,44.88,59.36
11,28.51,42.56,3.19
3,34.15,47.27,2.21
32,28.66,86.96,128.25
21,32.24,52.43,59.43
9,34.73,51.75,4.89
5,20.42,57.34,3.6
34,9.37,12.7,44.34
22,24.65,49.53,90.45
16,33.87,43.81,65.53
11,30.3,60.5,2.76
16,23.68,42.12,45.26
5,24.99,64.49,3.83
11,5.73,93.9,3.65
22,28.06,46.12,64.22
21,26.34,18.31,43.78
18,25.96,57.75,53.96
7,33.22,68.36,1.82
33,34.03,62.3,100.7
15,32.28,61.81,59.24
21,23.25,56.21,73.63
18,22.29,51.09,56.21
31,7.98,69.09,68.24
34,51.83,50.48,63.53
33,24.19,91.52,58.41
34,51.95,62.47,61.88
26,34.72,69.88,84.49
20,29.67,40.19,52.87
31,20.13,52.23,81.21
24,32.89,65.36,75.2
10,9.38,64.62,4.91
32,31.04,63.75,98.44
18,22.35,93.9,49.1
24,24.88,90.5,52.77
4,32.9,17.8,4.14
21,34.81,61.73,79.21
2,31.43,42.31,3.99
14,33.1,85.59,58.33
1,32.26,46.29,4.04
25,22.02,49.42,80.16
21,22.81,19.68,59.45
20,23.12,50.9,61.8
19,32.68,64.81,58.13
5,21.4,17.92,1.37
27,27.81,40.55,72.72
12,47.35,47.91,25.12
14,34.22,57.33,39.51
13,7.36,68.66,29.89
2,28.2,60.92,0.66
33,20.03,45.08,97.04
28,34.41,60.43,103.58
7,23.65,58.74,3.54
17,32.91,55.85,61.82
16,24.58,47.52,54.07
2,32.92,44.43,2.87
4,20.94,85.84,2.26
15,26.82,53.09,42.57
34,27.95,14.78,59.59
32,24.61,41.04,108.89
13,28.58,19.69,32.14
17,50.34,11.14,24.69
8,34.78,49.66,3.68
18,22.75,49.93,68.33
19,23.77,15.01,38.24
22,7.64,47.77,47.57
35,54.84,62.81,74.81
11,22.22,54.29,3.19
34,20.25,67.78,132.77120000000002
30,48.64,62.13,45.47
8,5.53,55.05,1.14
30,28.12,90.14,81.15
8,22.91,40.01,2.24
26,7.95,51.84,59.0
28,28.02,57.82,84.71
5,54.51,66.33,4.39
33,31.49,59.62,129.6
26,55.18,17.57,40.08
16,7.34,58.41,36.04
11,7.69,88.9,2.49
5,9.99,45.52,0.49
17,22.48,41.1,43.62
1,32.92,55.46,1.5
14,30.97,15.66,36.41
4,23.6,53.81,0.9
22,30.92,61.56,62.47
30,28.78,66.33,91.78
13,25.79,67.77,33.11
29,23.42,68.5,93.85
12,28.6,50.32,39.39
6,21.3,40.59,4.83
29,48.21,66.56,54.83
4,25.84,66.82,3.49
19,51.98,64.95,47.47
26,21.38,58.45,98.47
8,34.98,42.44,3.2
5,58.45560000000002,57.37,4.58
20,33.14,59.21,59.98
30,25.29,46.84,108.77
10,20.59,46.22,1.83
27,26.87,88.26,99.67
29,25.01,40.09,81.91
3,25.58,40.94,1.04
34,33.3,51.36,113.3
9,20.88,46.1,3.63
5,26.46,93.45,2.41
6,34.45,65.71,0.81
1,51.33,44.91,0.85
22,20.95,85.45,85.29
4,34.98,12.48,0.83
14,31.19,47.48,57.17
19,24.07,48.67,72.49
5,46.35,51.19,1.44
34,23.98,49.77,132.77120000000002
28,9.26,46.05,52.87
15,20.7,52.41,62.66
16,23.7,43.48,61.87
12,31.79,44.94,34.03
9,34.5,17.2,0.65
25,58.45560000000002,44.59,61.56
28,25.68,50.96,77.67
11,20.09,43.26,4.83
4,34.53,43.05,3.44
33,30.63,90.24,85.47
1,8.27,53.22,2.34
31,31.08,16.49,61.99
4,32.82,68.47,0.41
5,9.75,85.38,0.81
4,23.42,58.48,2.09
1,20.77,58.01,1.54
6,32.72,60.13,2.16
11,30.18,65.9,4.58
15,32.08,66.08,54.88
17,21.31,92.8,34.96
20,34.95,48.56,68.19
23,56.83,69.34,46.55
30,26.2,12.05,57.09
24,31.6,65.21,95.86
21,34.22,49.57,87.26
35,33.47,46.95,105.18
27,25.7,50.84,109.44
9,29.57,59.32,3.45
29,9.67,40.2,63.34
35,54.53,67.22,80.05
18,54.47,61.31,30.24
27,23.51,57.44,100.88
5,34.74,44.88,3.29
10,22.88,47.02,2.4
35,21.09,69.3,123.06
6,51.89,43.44,2.52
12,20.03,46.47,31.04
33,34.74,63.04,118.09
10,25.18,64.73,1.2
29,24.22,59.52,103.39
16,25.44,54.2,57.53
18,32.09,18.36,39.69
25,29.13,89.65,68.25
11,9.31,63.36,0.47
8,57.7,12.51,2.25
10,22.07,44.53,3.25
22,31.74,48.08,70.31
23,28.24,87.88,90.92
16,48.25,48.28,28.28
14,53.54,12.59,20.51
7,28.42,63.33,3.91
17,26.07,40.55,61.02
12,33.85,57.27,34.86
8,26.7,60.2,3.65
1,31.96,14.59,1.23
32,32.07,43.26,89.56
16,50.2,14.02,24.82
32,5.53,68.23,54.96
32,26.71,40.41,106.63
9,31.13,18.87,2.34
25,23.23,53.51,96.83
34,5.86,13.31,54.55
7,21.15,42.45,1.36
9,22.09,58.32,4.28
10,33.12,54.73,3.05
7,26.56,54.51,1.06
33,29.19,11.14,66.87
8,21.68,67.44,2.94
33,30.22,19.94,68.76
2,30.1,51.78,2.98
15,28.5,46.23,62.16
30,7.12,61.6,57.52
29,23.59,91.05,53.07
24,27.0,54.58,63.48
25,55.93,43.35,59.78
32,48.15,66.99,55.78
32,6.11,51.39,69.45
14,32.07,45.58,56.99
1,21.92,51.86,3.28
31,34.61,46.53,77.57
3,20.99,69.67,2.75
18,27.11,44.72,56.79
31,58.45560000000002,60.93,62.82
9,26.77,67.75,4.67
24,6.23,89.29,36.85
13,33.42,14.19,24.23
22,30.83,54.17,68.79
9,28.53,44.18,1.34
30,7.75,89.14,70.85
29,29.51,57.71,106.93
29,24.93,45.61,80.46
32,25.04,66.01,124.53
34,28.68,60.83,118.61
35,6.65,15.48,37.06
13,31.71,48.56,53.55
14,31.55,44.25,47.66
1,8.37,66.71,0.43
6,24.13,58.27,2.8
31,20.5,40.26,81.6
20,27.06,58.77,78.48
19,23.58,47.18,51.24
27,33.28,48.19,77.98
4,46.98,62.41,4.14
14,33.84,67.5,36.58
16,55.46,91.37,25.91
9,6.17,40.23,0.51
3,34.56,68.34,4.76
14,33.46,93.05,37.12
26,32.59,89.99,96.4
4,58.18,60.32,3.69
19,28.18,91.37,38.03
3,26.18,57.19,1.33
1,24.17,67.0,4.59
26,24.9,44.55,95.68
2,49.66,59.09,0.34
27,25.25,46.46,86.66
33,28.81,53.15,82.51
2,23.39,40.33,4.38
3,49.04,45.21,2.22
1,30.77,41.12,1.59
1,22.22,42.48,1.96
10,50.75,43.37,3.78
29,22.83,66.44,111.72
14,50.55,63.11,26.95
14,52.61,69.28,24.12
25,32.57,55.99,99.55
35,31.08,61.16,117.96
12,22.85,13.62,30.24
10,46.61,89.73,2.92
9,30.15,63.8,3.24
16,53.54,60.14,37.24
27,54.59,14.36,40.21
3,22.81,62.44,4.23
26,31.88,48.77,105.25
16,23.55,12.46,36.17
16,24.03,86.01,56.79
31,32.28,40.78,117.58
18,25.16,56.68,47.55
29,20.71,11.14,56.84
15,27.87,86.15,49.83
5,26.75,68.37,3.41
23,30.14,91.05,40.86
1,28.94,19.73,2.53
13,34.71,44.89,40.77
5,31.45,18.75,3.61
31,20.99,61.85,109.98
13,29.0,94.03,30.61
6,26.5,56.43,3.4
14,28.56,50.26,37.13
35,9.07,61.62,56.74
5,22.2,17.61,0.18
30,23.81,14.11,57.95
15,26.18,43.72,38.76
9,54.29,56.34,0.18
24,20.86,52.3,90.03
2,23.57,50.19,0.18
3,25.35,65.01,0.45
33,25.97,63.72,101.37
17,25.49,48.93,63.19
7,30.92,64.18,2.5
1,8.03,49.69,0.77
6,7.67,51.86,2.49
15,33.25,63.99,50.45
20,5.71,50.97,36.59
26,33.85,16.87,64.67
35,33.38,16.38,90.02
8,21.79,56.45,1.84
24,31.59,55.96,93.63
7,34.0,56.77,2.27
10,25.62,61.45,2.29
16,33.2,63.51,57.16
31,27.92,56.36,112.3
14,32.99,56.27,53.38
33,26.19,43.12,132.77120000000002
13,26.67,59.68,32.54
1,8.69,49.26,4.95
13,22.29,65.1,51.83
1,32.11,68.79,0.18
7,26.74,55.51,2.53
22,5.9,62.35,41.57
8,33.01,15.98,1.5
26,27.1,69.46,69.16
28,6.49,55.75,61.42
29,34.91,13.03,70.6
31,32.4,48.48,127.51
10,28.81,66.12,3.97
24,33.98,88.17,82.88
26,54.98,68.04,39.46
11,23.52,91.36,1.47
9,29.73,59.03,1.2
5,26.89,47.52,2.1
24,34.2,51.35,85.75
14,32.04,44.06,40.06
28,33.16,11.14,76.39
9,25.67,91.6,0.98
10,32.25,47.48,2.11
30,20.76,49.73,85.22
20,52.52,55.14,42.77
33,8.55,64.23,71.44
23,46.13,58.95,36.34
2,33.71,17.56,4.37
20,31.66,15.46,55.52
9,20.16,15.62,0.76
9,7.67,61.19,3.46
16,28.25,68.02,50.77
24,9.73,57.44,39.02
8,30.83,50.64,4.92
26,31.77,62.35,71.18
2,28.82,62.82,1.18
13,32.87,93.48,30.02
10,25.66,55.03,0.59
8,28.33,67.37,4.67
23,32.24,16.37,62.26
28,33.23,63.37,77.77
35,57.92,47.35,60.31
33,24.49,54.42,94.12
