pressure,temperature_C,humidity_percent
30.0,31.86,48.15
28.0,26.98,47.07
32.0,28.54,55.75
30.0,29.9,53.99
28.0,20.41,62.32
15.0,32.19,41.75
21.0,29.42,93.88
18.0,58.45560000000002,63.39
20.0,28.71,16.91
9.0,8.56,51.07
2.0,22.23,40.67
35.0,27.78,15.19
21.0,51.7,13.22
34.0,23.8,53.78
18.0,23.59,50.32
5.0,23.42,41.52
11.0,26.73,47.15
4.0,25.32,57.88
2.0,20.05,61.25
29.0,25.61,67.26
9.0,28.28,68.74
23.0,28.54,46.76
29.0,27.62,88.19
27.0,33.9,18.83
28.0,47.51,58.13
30.0,33.73,45.19
10.0,8.42,11.45
18.0,5.74,93.07
31.0,27.54,49.26
29.0,25.08,18.14
35.0,34.74,19.57
20.0,32.29,68.59
18.0,23.55,40.57
33.0,23.71,53.23
12.0,33.95,54.28
34.0,27.38,55.82
5.0,33.0,65.16
16.0,27.36,14.11
21.0,57.26,57.15
1.0,29.91,53.6
12.0,34.26,58.54
11.0,23.12,51.07
2.0,20.23,59.96
35.0,54.53,67.22
9.0,31.61,54.77
13.0,7.56,41.33
3.0,21.64,60.44
18.0,32.95,15.87
2.0,31.15,48.01
5.0,58.45560000000002,94.03
12.0,23.72,50.77
7.0,33.58,85.49
11.0,33.68,63.32
31.0,28.76,45.71
12.0,34.29,60.34
4.0,22.97,65.17
23.0,7.86,48.26
19.0,23.96,41.99
18.0,29.24,42.34
1.0,27.3,55.67
24.0,31.65,64.25
2.0,32.79,60.82
23.0,20.54,61.87
6.0,23.49,44.63
2.0,21.82,61.0
21.0,34.57,58.37
22.0,53.89,17.13
19.0,23.27,44.83
3.0,23.88,47.11
8.0,30.29,68.69
21.0,52.58,69.81
12.0,28.94,51.51
28.0,22.13,11.18
15.0,58.08,69.64
19.0,47.36,18.2
28.0,31.2,63.98
7.0,22.99,57.33
19.0,24.72,63.77
21.0,58.45560000000002,55.29
21.0,25.57,65.31
32.0,28.53,64.78
17.0,34.37,68.03
2.0,31.77,41.94
16.0,20.83,16.87
2.0,20.2,47.5
3.0,30.36,87.16
18.0,24.9,47.05
19.0,23.33,68.81
22.0,27.21,65.37
25.0,32.14,19.75
32.0,25.08,60.48
8.0,29.08,41.72
1.0,27.81,58.35
18.0,31.52,56.66
25.0,25.6,94.03
24.0,28.38,11.14
30.0,34.47,53.94
7.0,21.16,58.38
26.0,7.87,11.14
33.0,24.19,40.16
21.0,33.24,18.27
17.0,32.77,64.32
15.0,25.06,85.79
30.0,54.62,48.24
33.0,27.54,50.92
10.0,21.81,55.79
20.0,27.06,58.77
12.0,29.17,65.77
24.0,46.92,45.68
7.0,34.21,60.25
11.0,30.2,51.71
33.0,34.62,65.05
2.0,25.05,54.17
8.0,9.24,50.96
12.0,33.88,57.49
26.0,34.51,65.35
33.0,26.49,61.53
10.0,45.21,62.29
31.0,33.44,42.58
24.0,20.46,67.9
4.0,27.48,40.19
13.0,30.44,19.44
31.0,8.8,44.83
17.0,30.7,49.48
14.0,21.82,47.24
6.0,30.34,90.52
31.0,33.71,60.83
15.0,32.01,58.06
9.0,56.09,45.24
12.0,32.62,45.62
22.0,31.71,63.83
21.0,32.13,61.51
25.0,23.51,60.88
20.0,33.14,59.21
3.0,31.2,46.38
10.0,24.62,64.98
7.0,34.98,58.11
34.0,20.68,94.03
24.0,21.37,68.13
3.0,58.45560000000002,66.59
23.0,54.73,65.34
11.0,34.85,42.14
33.0,8.24,17.0
18.0,7.9,61.11
16.0,20.87,62.52
19.0,24.44,42.49
15.0,30.77,93.58
19.0,27.66,68.89
16.0,25.91,58.4
34.0,29.21,46.48
13.0,31.18,86.34
21.0,55.12,55.73
30.0,27.99,50.18
24.0,25.84,45.92
7.0,34.76,59.43
14.0,30.5,60.82
18.0,22.66,53.64
21.0,26.87,47.5
17.0,32.25,69.6
31.0,30.72,85.77
2.0,26.71,67.23
33.0,33.96,68.8
28.0,26.51,54.27
32.0,23.4,86.4
21.0,22.0,46.71
15.0,5.53,52.93
31.0,21.54,18.55
4.0,24.45,86.98
16.0,22.49,19.29
33.0,26.97,59.14
10.0,23.2,55.81
30.0,23.02,47.33
4.0,24.19,44.88
18.0,31.82,42.14
15.0,47.58,49.43
11.0,26.79,69.97
12.0,47.35,47.91
22.0,25.57,61.26
34.0,31.92,57.3
4.0,33.07,58.29
18.0,29.14,53.72
22.0,22.91,42.73
8.0,33.61,68.98
33.0,30.56,92.63
29.0,22.12,87.67
6.0,30.86,64.92
28.0,21.74,12.48
22.0,22.35,42.5
1.0,24.02,48.06
18.0,25.22,55.33
30.0,26.35,61.21
1.0,20.21,48.11
22.0,28.81,48.2
13.0,23.68,62.97
12.0,32.87,12.6
21.0,23.32,51.88
6.0,31.37,41.35
27.0,32.36,52.21
20.0,30.78,68.92
30.0,23.85,60.33
14.0,23.0,90.6
18.0,31.9,19.43
13.0,24.54,41.5
34.0,21.75,65.14
10.0,20.5,64.13
19.0,24.04,60.23
14.0,21.67,65.71
21.0,24.26,57.26
31.0,27.69,62.06
2.0,22.14,67.87
18.0,22.09,94.03
10.0,32.72,67.18
15.0,28.94,91.99
21.0,34.02,43.88
19.0,27.83,56.04
12.0,21.69,48.78
14.0,25.42,69.52
4.0,31.71,57.2
10.0,29.24,62.03
17.0,25.08,69.65
15.0,26.36,48.52
5.0,34.29,91.1
30.0,33.94,69.56
13.0,31.49,54.98
15.0,30.08,60.26
18.0,24.55,40.48
29.0,27.6,65.44
5.0,28.52,61.74
19.0,22.13,53.76
16.0,31.19,62.9
32.0,26.46,65.96
10.0,30.92,61.04
35.0,29.51,68.94
16.0,28.38,61.57
15.0,26.51,63.46
13.0,5.8,88.99
8.0,25.45,15.66
35.0,34.65,89.33
23.0,34.15,15.6
7.0,25.37,41.32
34.0,33.39,44.13
13.0,32.78,49.55
16.0,26.99,92.52
16.0,21.08,42.53
14.0,25.82,64.48
9.0,47.45,55.49
22.0,23.37,45.66
10.0,34.98,65.88
17.0,53.45,56.87
1.0,49.92,46.58
7.0,33.14,54.82
15.0,26.19,64.65
24.0,6.31,65.59
13.0,7.07,91.97
34.0,8.96,11.36
35.0,27.73,56.83
14.0,49.07,88.41
17.0,31.1,61.62
18.0,34.95,13.11
8.0,22.97,58.91
14.0,22.66,54.15
26.0,21.38,58.45
8.0,58.45560000000002,48.8
31.0,31.28,58.33
1.0,31.25,54.42
10.0,6.64,61.93
6.0,8.58,59.78
2.0,9.89,44.9
33.0,45.8,66.58
34.0,51.83,50.48
31.0,24.93,66.21
26.0,29.02,62.63
10.0,20.74,92.63
3.0,26.22,94.03
7.0,46.23,68.8
18.0,20.12,90.19
5.0,34.4,66.56
11.0,26.43,61.91
14.0,21.07,60.1
14.0,34.63,56.44
24.0,34.3,57.18
8.0,58.19,68.39
10.0,32.12,85.52
33.0,33.33,69.23
32.0,23.89,42.28
14.0,25.58,41.0
24.0,32.07,47.23
25.0,28.44,60.07
22.0,28.18,66.64
33.0,34.64,94.03
11.0,30.89,60.58
8.0,31.22,51.63
34.0,7.17,85.78
17.0,23.6,68.17
7.0,31.39,54.9
28.0,29.83,46.32
24.0,25.6,42.76
2.0,22.92,91.37
28.0,7.14,43.93
7.0,32.4,55.63
34.0,28.67,17.09
16.0,32.03,58.3
30.0,29.85,61.8
15.0,8.34,93.94
10.0,57.45,52.13
12.0,20.21,14.79
5.0,20.63,55.36
6.0,48.3,48.95
11.0,22.6,43.9
29.0,56.71,90.79
27.0,46.88,66.97
21.0,22.79,50.51
29.0,26.01,54.54
16.0,28.12,14.67
17.0,31.38,55.76
12.0,33.94,54.98
21.0,28.9,89.88
22.0,22.82,11.14
22.0,23.36,59.27
35.0,20.81,63.07
16.0,24.73,43.49
29.0,22.92,55.64
6.0,32.06,12.42
12.0,24.78,48.3
34.0,25.73,63.93
23.0,20.06,53.22
32.0,8.38,59.36
11.0,25.09,49.45
21.0,23.68,48.83
2.0,34.06,56.15
28.0,20.18,93.85
19.0,26.58,48.58
29.0,26.4,50.9
10.0,45.45,65.12
34.0,34.21,61.57
33.0,34.77,43.05
33.0,51.51,91.22
13.0,31.59,52.97
33.0,33.16,59.47
31.0,23.76,40.73
27.0,20.26,58.39
11.0,29.65,68.08
28.0,7.22,59.63
5.0,26.43,62.44
14.0,33.32,46.91
32.0,26.8,41.93
25.0,28.27,57.76
17.0,25.92,50.0
25.0,7.28,69.48
8.0,31.88,89.13
27.0,22.37,61.03
15.0,27.0,54.57
13.0,33.17,48.26
17.0,45.71,93.76
27.0,20.72,54.13
27.0,32.39,69.57
13.0,34.32,48.1
25.0,34.46,69.03
18.0,32.94,56.23
25.0,30.79,50.02
30.0,5.53,67.1
2.0,26.07,67.22
4.0,24.58,57.71
22.0,30.32,92.9
22.0,24.75,48.66
8.0,22.19,60.55
27.0,27.89,43.12
18.0,24.71,62.31
26.0,22.49,59.2
28.0,31.3,17.05
28.0,24.6,40.5
33.0,8.22,19.25
21.0,30.48,19.95
10.0,20.95,46.45
18.0,31.36,60.41
25.0,24.14,53.87
23.0,28.7,11.24
27.0,20.48,41.66
21.0,22.11,69.14
26.0,29.84,59.56
21.0,55.25,55.0
14.0,29.84,40.73
28.0,20.41,87.63
30.0,23.93,63.95
33.0,50.41,57.48
5.0,34.74,44.88
12.0,30.74,62.63
21.0,29.05,54.98
13.0,22.32,50.39
6.0,24.19,53.01
9.0,30.76,49.31
24.0,27.14,49.96
19.0,33.69,49.92
3.0,9.41,67.08
33.0,27.59,45.28
23.0,9.53,42.0
29.0,54.44,47.58
18.0,28.47,56.56
7.0,30.82,69.6
15.0,22.03,48.44
20.0,24.62,44.28
7.0,58.25,41.04
9.0,26.29,51.4
23.0,27.64,68.28
29.0,7.85,44.59
30.0,5.98,42.39
23.0,29.88,48.07
31.0,32.57,54.74
16.0,45.56,55.45
2.0,29.76,50.32
31.0,50.6,57.53
32.0,30.79,63.7
17.0,50.09,12.71
22.0,32.16,42.92
14.0,20.33,49.19
14.0,29.04,52.9
22.0,21.01,12.23
31.0,28.52,65.32
1.0,24.3,40.59
9.0,26.36,46.9
3.0,21.67,68.28
31.0,24.76,62.66
23.0,28.23,51.88
13.0,25.77,47.2
30.0,33.96,44.33
10.0,20.06,68.22
14.0,25.14,64.16
20.0,28.99,59.21
20.0,9.21,45.26
13.0,30.87,60.16
3.0,21.38,40.98
20.0,20.72,68.42
4.0,33.16,18.35
2.0,27.56,45.59
35.0,57.92,47.35
19.0,34.34,40.95
10.0,57.92,42.88
34.0,32.31,47.02
32.0,21.58,59.38
29.0,20.3,52.13
2.0,25.68,52.46
7.0,32.01,85.32
5.0,24.33,54.48
22.0,26.76,51.68
29.0,46.3,43.96
30.0,31.21,67.52
12.0,27.27,58.19
9.0,7.41,42.96
7.0,47.33,65.81
35.0,33.25,42.45
22.0,52.95,43.36
4.0,31.02,54.12
35.0,48.13,55.79
21.0,26.53,66.55
4.0,24.57,47.8
1.0,32.06,16.09
13.0,24.01,45.3
13.0,20.57,63.23
26.0,25.57,89.87
17.0,47.35,69.82
27.0,30.74,51.32
21.0,21.74,56.58
25.0,29.51,69.04
13.0,8.37,89.84
31.0,27.63,54.58
14.0,31.58,92.72
2.0,9.84,65.54
17.0,21.4,11.14
33.0,23.78,46.34
7.0,30.4,15.38
7.0,26.58,15.52
25.0,26.37,91.89
30.0,8.86,62.0
29.0,33.91,41.45
17.0,23.66,68.29
23.0,7.59,41.74
11.0,48.66,60.38
8.0,21.6,52.51
29.0,56.17,14.48
20.0,27.08,48.13
34.0,27.26,69.55
26.0,34.41,56.73
4.0,27.73,67.06
4.0,53.38,43.07
10.0,46.54,49.59
19.0,20.54,50.49
30.0,46.81,54.88
32.0,21.99,64.3
13.0,31.71,48.56
10.0,24.78,42.02
15.0,20.02,85.67
13.0,20.13,93.05
15.0,24.98,55.46
18.0,29.11,52.64
34.0,31.07,45.49
4.0,31.09,41.6
9.0,28.03,54.06
14.0,34.47,58.58
27.0,33.75,50.73
27.0,27.62,61.79
34.0,25.22,14.76
29.0,22.42,58.55
21.0,22.91,63.8
17.0,49.07,87.48
24.0,32.16,14.76
22.0,30.65,57.53
35.0,5.53,60.19
28.0,23.93,53.71
35.0,30.11,60.57
12.0,34.34,91.11
5.0,49.88,43.71
30.0,33.69,50.72
32.0,23.71,44.12
5.0,49.52,66.95
33.0,23.69,69.24
34.0,29.28,40.55
11.0,31.11,59.46
2.0,25.56,56.11
35.0,23.84,52.06
11.0,30.38,90.87
33.0,6.47,42.32
32.0,51.09,55.32
34.0,6.15,42.93
19.0,23.4,44.85
7.0,32.15,53.36
11.0,6.83,11.22
31.0,30.4,44.87
29.0,22.87,56.32
32.0,26.16,64.91
27.0,20.17,61.91
9.0,57.46,52.12
14.0,26.22,51.44
7.0,57.14,44.22
21.0,22.24,44.23
28.0,8.38,54.45
25.0,25.58,19.85
35.0,24.88,63.96
34.0,29.99,53.87
8.0,7.2,52.62
21.0,29.08,86.31
19.0,21.04,52.06
35.0,33.47,46.95
18.0,51.08,12.99
15.0,27.02,43.39
25.0,33.42,93.39
18.0,30.14,45.94
11.0,29.81,48.24
7.0,21.35,62.94
25.0,27.24,41.53
35.0,29.05,11.68
20.0,29.51,50.95
18.0,31.82,49.74
21.0,31.6,86.11
28.0,20.11,48.58
19.0,31.53,57.26
2.0,22.04,55.69
22.0,34.7,46.88
3.0,32.59,13.68
7.0,31.62,46.19
1.0,22.69,50.17
8.0,26.86,68.48
6.0,33.88,46.29
2.0,31.8,94.03
12.0,22.04,56.88
30.0,23.55,60.86
20.0,32.08,51.92
25.0,29.36,53.1
24.0,25.12,58.48
8.0,28.73,68.07
15.0,6.37,69.72
33.0,33.93,69.65
4.0,32.06,47.93
20.0,26.71,89.96
5.0,49.51,43.45
21.0,20.81,49.38
35.0,9.73,40.41
8.0,21.83,58.59
27.0,24.92,50.29
6.0,28.92,42.1
14.0,23.93,53.48
10.0,6.19,48.59
17.0,25.65,93.82
19.0,28.64,47.43
28.0,24.89,88.91
1.0,32.63,40.23
22.0,30.36,50.48
24.0,31.62,40.09
7.0,8.8,88.14
22.0,20.73,69.21
22.0,25.91,65.45
18.0,57.61,53.91
2.0,33.82,63.67
17.0,32.91,55.85
19.0,25.56,67.78
11.0,34.01,44.22
25.0,24.08,40.23
6.0,31.29,64.25
9.0,25.14,57.29
13.0,20.96,63.97
33.0,27.66,53.24
29.0,5.53,53.89
2.0,31.82,69.34
28.0,31.34,54.57
35.0,8.36,56.41
5.0,25.63,57.68
21.0,21.97,14.96
12.0,46.91,45.1
20.0,30.7,47.65
8.0,20.91,92.84
32.0,31.73,51.84
35.0,24.74,54.28
35.0,31.98,48.89
24.0,21.67,66.87
31.0,7.56,59.11
27.0,20.46,11.19
4.0,31.47,66.08
6.0,9.25,62.7
13.0,33.92,44.84
23.0,31.23,54.19
35.0,33.67,94.03
26.0,28.54,68.07
5.0,31.87,42.23
1.0,5.53,68.94
3.0,33.56,86.77
4.0,21.23,60.53
13.0,28.54,11.25
32.0,8.24,44.73
9.0,34.92,58.56
2.0,24.28,52.73
10.0,32.4,54.46
32.0,31.42,65.6
19.0,23.48,51.64
18.0,27.79,60.6
27.0,5.71,42.05
6.0,22.89,87.54
21.0,22.84,42.05
5.0,52.88,51.23
33.0,33.81,54.84
26.0,24.57,47.11
5.0,25.72,41.92
20.0,46.29,18.97
21.0,34.34,17.7
28.0,28.11,49.95
22.0,20.44,16.62
3.0,46.58,42.39
2.0,7.17,46.18
20.0,28.32,63.35
24.0,21.1,41.61
9.0,26.78,67.91
12.0,29.4,43.46
16.0,33.98,43.21
13.0,8.6,50.55
23.0,27.23,67.58
24.0,32.92,61.5
5.0,32.78,52.42
23.0,34.24,42.13
35.0,23.24,50.59
2.0,30.55,66.62
14.0,25.94,48.26
6.0,32.24,19.82
12.0,23.56,43.27
15.0,29.35,58.57
14.0,25.8,51.56
6.0,23.3,14.18
35.0,28.52,63.1
14.0,29.95,49.63
14.0,27.01,43.94
16.0,58.45560000000002,52.64
16.0,31.36,63.41
11.0,31.74,43.98
7.0,33.68,69.09
18.0,25.53,51.57
25.0,22.59,65.85
16.0,33.69,53.69
24.0,31.56,12.07
8.0,25.55,46.13
7.0,47.21,17.5
31.0,29.27,56.12
25.0,34.67,64.9
27.0,52.24,50.19
16.0,33.86,46.56
2.0,34.79,63.05
7.0,23.34,69.62
9.0,26.17,42.08
8.0,20.25,65.95
19.0,27.93,48.21
11.0,22.92,69.92
27.0,20.93,69.32
20.0,57.01,90.68
20.0,23.56,59.05
3.0,22.43,64.58
21.0,55.6,42.04
21.0,28.96,42.07
6.0,28.99,15.45
21.0,26.88,41.54
23.0,54.21,41.71
9.0,21.6,87.45
27.0,30.38,48.34
31.0,23.64,42.44
3.0,28.09,54.78
15.0,49.1,53.76
20.0,29.55,52.64
14.0,25.17,45.65
9.0,22.09,56.12
27.0,21.5,41.98
6.0,50.38,87.09
16.0,32.48,92.68
35.0,28.53,66.1
9.0,23.24,55.16
5.0,23.98,62.56
13.0,48.76,61.26
25.0,55.58,86.15
26.0,34.78,87.97
34.0,9.65,66.54
19.0,22.27,56.38
27.0,26.23,66.79
20.0,31.66,15.46
34.0,34.08,56.26
2.0,32.19,19.46
33.0,5.81,47.66
9.0,52.38,65.09
23.0,34.74,40.83
5.0,51.15,60.59
34.0,23.11,60.45
3.0,26.46,55.18
24.0,27.73,66.83
31.0,27.84,42.22
33.0,51.07,68.26
10.0,33.7,45.87
25.0,31.92,52.53
25.0,34.88,43.53
6.0,46.15,46.76
6.0,23.28,17.03
25.0,24.23,50.9
14.0,21.42,58.59
8.0,34.23,66.82
33.0,29.24,43.21
8.0,23.97,65.86
19.0,55.79,47.89
2.0,23.27,47.83
24.0,27.36,42.06
16.0,20.24,59.48
1.0,49.63,48.89
9.0,34.74,53.99
3.0,21.34,91.89
28.0,23.72,50.4
34.0,56.81,54.76
16.0,32.43,45.08
8.0,28.97,12.96
35.0,21.1,54.23
32.0,24.37,62.02
11.0,27.93,46.84
32.0,22.19,69.14
23.0,30.65,41.34
18.0,56.66,50.12
12.0,29.5,49.31
11.0,32.39,17.79
2.0,21.14,92.81
29.0,20.65,41.49
35.0,21.25,13.13
15.0,21.62,69.24
5.0,27.03,65.29
26.0,22.1,69.05
21.0,28.83,44.1
7.0,26.77,53.48
11.0,7.54,61.83
28.0,22.66,47.24
23.0,29.54,67.03
4.0,33.81,61.26
23.0,26.73,59.11
12.0,31.57,43.08
22.0,24.1,47.27
28.0,29.48,44.8
5.0,54.39,42.63
23.0,34.57,93.58
7.0,33.74,53.38
19.0,20.48,55.46
35.0,32.84,19.04
1.0,20.17,45.51
35.0,33.63,65.49
34.0,30.51,61.39
34.0,25.66,68.96
9.0,21.09,69.52
7.0,27.83,47.24
28.0,28.94,89.27
19.0,32.34,86.9
4.0,5.53,57.82
35.0,7.56,64.98
20.0,30.08,54.52
35.0,25.92,55.2
29.0,21.68,19.25
32.0,31.03,49.64
24.0,20.84,44.33
14.0,25.8,63.52
8.0,33.26,59.36
3.0,32.85,58.82
32.0,25.04,11.14
21.0,22.31,55.28
27.0,5.71,89.41
31.0,28.29,62.97
4.0,34.69,54.04
10.0,28.19,59.97
28.0,24.82,62.24
28.0,21.54,47.48
27.0,20.46,64.28
18.0,26.09,42.4
33.0,22.57,47.2
5.0,6.4,46.7
21.0,32.29,55.01
33.0,25.19,91.41
26.0,20.77,44.43
11.0,33.82,11.14
32.0,24.43,44.98
16.0,32.39,43.93
35.0,51.73,65.8
2.0,29.56,41.64
12.0,31.17,18.26
7.0,32.11,67.6
4.0,28.7,59.04
5.0,8.47,51.47
30.0,22.93,69.98
4.0,26.33,55.69
19.0,21.81,41.92
25.0,32.76,58.05
20.0,29.64,69.41
26.0,31.21,59.87
12.0,34.28,48.77
33.0,27.14,52.94
9.0,25.43,52.12
20.0,27.41,85.17
34.0,26.37,44.59
16.0,33.51,54.45
31.0,26.16,65.83
10.0,9.61,41.88
24.0,28.75,41.04
3.0,26.56,52.18
2.0,29.74,68.01
15.0,9.45,51.97
22.0,22.95,13.09
16.0,23.98,54.74
11.0,21.94,86.45
25.0,23.98,66.12
25.0,25.64,45.43
25.0,29.83,56.77
10.0,29.0,92.11
6.0,33.04,53.9
27.0,28.04,45.6
28.0,29.9,93.22
32.0,26.55,19.2
19.0,20.17,12.3
32.0,28.3,53.94
12.0,20.26,55.84
8.0,6.82,63.34
34.0,33.94,67.63
5.0,31.72,47.98
34.0,29.46,43.53
4.0,27.02,16.03
31.0,24.02,50.52
25.0,22.25,41.34
25.0,26.3,87.99
7.0,32.03,60.63
20.0,25.29,87.44
11.0,27.99,51.03
29.0,33.84,67.94
26.0,23.25,52.71
20.0,30.15,54.88
9.0,34.87,13.77
16.0,21.23,12.55
13.0,30.11,49.11
19.0,32.83,56.76
28.0,30.12,53.83
17.0,53.25,44.52
4.0,24.14,52.12
15.0,20.7,52.41
18.0,28.77,54.52
11.0,25.67,68.57
2.0,48.0,49.72
19.0,26.14,67.44
14.0,20.51,52.1
3.0,21.73,45.57
18.0,26.05,13.08
4.0,31.29,90.17
11.0,26.17,64.02
26.0,22.79,89.1
25.0,20.06,88.84
4.0,23.36,47.68
2.0,27.53,67.56
27.0,34.01,64.82
30.0,32.17,51.55
31.0,8.34,65.05
15.0,27.54,67.65
27.0,25.75,60.56
15.0,20.91,18.41
13.0,34.65,55.8
6.0,48.36,63.91
3.0,24.53,64.58
5.0,21.67,58.44
26.0,28.23,56.83
16.0,21.14,57.48
23.0,21.77,58.29
30.0,28.13,85.56
25.0,33.5,42.64
18.0,33.97,85.38
13.0,23.17,68.65
25.0,20.61,90.34
24.0,23.33,59.18
5.0,26.22,47.05
9.0,31.66,67.61
15.0,29.64,53.83
16.0,26.43,43.54
23.0,31.77,17.28
18.0,6.35,62.5
9.0,29.35,67.64
33.0,26.49,47.44
28.0,22.44,62.98
27.0,6.61,47.7
34.0,31.58,43.73
8.0,5.53,64.09
18.0,21.19,63.41
1.0,22.69,52.94
26.0,29.68,85.72
5.0,7.76,17.88
21.0,33.1,43.58
14.0,27.72,44.23
17.0,31.24,87.35
24.0,32.02,14.55
32.0,24.39,57.83
16.0,23.09,19.01
34.0,32.79,56.68
33.0,30.18,59.73
20.0,21.14,52.1
13.0,21.53,19.62
5.0,27.05,69.9
28.0,6.17,46.35
12.0,24.38,42.55
7.0,50.61,48.18
34.0,32.52,12.4
29.0,24.19,87.37
23.0,45.03,43.18
10.0,24.71,53.63
3.0,56.28,42.78
34.0,45.74,68.1
6.0,24.69,40.33
10.0,24.5,54.23
3.0,34.69,57.33
4.0,6.81,13.71
3.0,30.68,51.27
30.0,28.68,42.34
29.0,34.49,52.29
2.0,34.8,47.5
5.0,22.65,61.94
7.0,22.5,64.88
4.0,25.68,65.16
20.0,53.69,68.74
5.0,31.81,56.86
34.0,56.45,68.78
19.0,34.37,47.29
25.0,5.61,68.12
33.0,6.38,11.56
20.0,7.85,89.86
9.0,27.36,49.72
21.0,8.68,67.87
34.0,34.05,89.91
12.0,8.54,58.59
14.0,20.69,56.96
16.0,57.65,56.32
2.0,20.06,16.57
34.0,27.19,63.87
35.0,24.62,55.45
2.0,21.35,43.57
6.0,21.89,65.02
8.0,29.93,67.46
23.0,9.95,60.55
10.0,9.87,56.32
23.0,33.1,69.74
7.0,29.63,49.6
28.0,25.32,53.41
27.0,54.07,14.45
3.0,30.61,87.21
24.0,55.82,65.24
2.0,32.67,68.9
9.0,28.18,49.75
19.0,46.04,89.12
1.0,33.4,64.03
7.0,33.86,48.09
33.0,28.5,48.08
20.0,53.12,42.33
29.0,20.63,44.82
11.0,29.22,45.35
20.0,24.41,85.34
22.0,29.78,68.63
9.0,23.46,15.94
18.0,27.03,41.37
1.0,24.82,51.82
21.0,30.22,49.34
23.0,30.02,65.4
16.0,29.16,11.52
27.0,7.96,45.35
12.0,55.69,57.79
1.0,54.81,55.82
6.0,23.22,63.5
16.0,27.51,44.95
22.0,29.78,45.75
10.0,6.13,63.05
1.0,20.6,11.21
31.0,31.73,64.3
11.0,32.56,63.81
35.0,24.09,63.83
16.0,45.92,16.53
2.0,21.91,46.24
18.0,26.18,65.33
23.0,34.5,65.77
26.0,33.29,93.14
35.0,29.93,66.61
33.0,31.95,53.13
33.0,29.2,48.52
33.0,21.18,54.49
15.0,31.79,45.06
4.0,31.04,50.46
6.0,28.22,52.68
6.0,7.19,85.35
25.0,31.2,52.52
33.0,58.45560000000002,47.68
20.0,24.38,66.99
9.0,26.29,67.15
10.0,46.61,89.73
1.0,25.43,47.3
33.0,26.77,86.53
25.0,45.63,46.97
33.0,56.17,61.47
3.0,30.7,90.29
1.0,6.13,52.76
23.0,25.37,47.95
7.0,31.36,11.14
17.0,28.1,58.91
30.0,23.75,46.03
11.0,31.96,54.42
27.0,28.49,50.5
23.0,23.45,53.14
18.0,31.78,55.97
28.0,8.55,49.38
19.0,22.88,55.37
33.0,33.15,58.58
5.0,54.14,64.9
22.0,23.25,64.79
27.0,22.1,18.42
18.0,30.24,40.57
17.0,21.11,58.08
21.0,25.06,91.97
16.0,32.74,57.12
33.0,30.22,19.94
35.0,47.41,68.36
27.0,24.18,56.6
9.0,30.91,50.91
16.0,30.51,41.62
21.0,29.77,40.8
29.0,20.4,67.01
27.0,32.07,56.89
21.0,34.67,45.45
13.0,23.41,59.54
18.0,32.87,67.28
14.0,7.55,58.61
19.0,24.77,91.0
17.0,29.84,63.04
2.0,33.49,60.02
15.0,21.06,68.05
2.0,8.62,89.91
30.0,21.64,53.93
19.0,8.98,92.22
28.0,33.49,60.68
15.0,30.3,54.9
25.0,32.61,53.21
29.0,29.59,56.88
4.0,30.25,47.79
17.0,24.97,54.86
14.0,32.32,59.74
25.0,34.09,49.19
14.0,6.88,69.24
9.0,22.95,53.23
30.0,31.86,51.92
29.0,32.7,41.42
5.0,33.27,54.31
9.0,27.7,49.18
10.0,32.51,52.17
34.0,23.68,89.59
11.0,32.07,43.98
20.0,27.47,59.87
17.0,33.4,66.7
13.0,26.71,52.48
31.0,31.46,67.08
34.0,24.74,43.78
14.0,22.41,12.3
32.0,55.68,68.26
17.0,23.39,62.0
17.0,23.78,56.31
11.0,29.86,57.02
26.0,28.09,69.31
10.0,21.94,54.83
6.0,32.42,57.63
30.0,9.48,53.02
3.0,29.32,45.38
9.0,30.26,61.74
1.0,25.79,43.08
30.0,31.13,42.67
22.0,30.21,55.89
27.0,28.13,52.86
22.0,26.79,45.48
22.0,29.06,43.34
33.0,30.17,50.09
20.0,33.43,54.78
1.0,20.43,16.89
28.0,20.35,66.77
24.0,27.18,43.31
28.0,49.35,89.61
30.0,28.12,90.14
5.0,7.9,57.79
23.0,27.57,58.62
22.0,26.38,45.39
25.0,32.93,60.72
28.0,33.2,64.19
25.0,9.66,60.45
29.0,21.13,58.65
19.0,34.11,63.83
32.0,20.15,64.16
31.0,31.93,48.62
35.0,21.58,41.93
10.0,28.3,42.91
8.0,21.23,48.74
6.0,26.68,17.93
9.0,30.34,67.84
27.0,24.3,44.7
33.0,34.58,49.87
13.0,20.02,68.53
22.0,24.17,87.49
34.0,34.27,11.76
15.0,25.65,41.63
9.0,33.48,45.39
17.0,25.46,45.08
13.0,31.45,57.91
17.0,47.78,51.1
8.0,29.72,11.75
15.0,27.5,94.03
7.0,57.44,65.08
13.0,31.4,15.06
6.0,23.1,88.36
28.0,7.93,61.95
16.0,23.27,58.03
31.0,8.13,42.8
18.0,26.55,17.32
5.0,24.06,50.7
2.0,23.35,58.73
29.0,6.67,19.49
19.0,24.53,45.06
1.0,30.92,53.82
1.0,25.67,55.78
5.0,22.43,61.81
20.0,27.52,63.44
24.0,20.6,54.38
25.0,5.53,48.24
5.0,30.09,91.6
31.0,32.85,15.66
30.0,29.87,68.86
